BOROUGH,PRICE,NAME,SERVICE,NUM_RATING,RATING,LOCATION,ATTRACTION,ACCOUNT_NUM
Queens,64,Flushing Ymca,Free WI-Fi;Swimming Pool;24-hour Front Desk;,69,3,Queens,null,0
Manhattan,72,Harlem YMCA,Free WI-Fi;24-hour Front Desk;Terrace;,223,3.5,Manhattan,2.7 km from Yankee Stadium,0
Brooklyn,74,NEW WORLD HOTEL,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,414,1.5,Brooklyn,0.5 km from SoHo Shopping District,0
Manhattan,86,Vanderbilt YMCA,Free WI-Fi;Swimming Pool;24-hour Front Desk;,1525,3.5,Manhattan,1.0 km from Fifth Avenue Shopping Street,0
Queens,95,Lexington Inn Queens,Free WI-Fi;Business Center;,260,3,Queens,null,0
Brooklyn,98,Canal Loft Hotel,Concierge Service;Luggage Storage;,null,null,Brooklyn,null,0
Queens,102,Kamway Lodge,Free WI-Fi;Family Rooms;Internet Services;,9,3,Queens,null,0
Queens,104,Flushing Hotel,,69,2.5,Queens,null,0
Brooklyn,107,Hostel - Chrystie Street,Free WI-Fi;Internet Services;Air Conditioning;,null,null,Brooklyn,0.5 km from SoHo Shopping District,0
Manhattan,108,Hotel 309,24-hour Front Desk;GardenPicnic Area;,492,3,Manhattan,2.4 km from Madame Tussauds Brooklyn,0
Queens,108,The Parc Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,281,4,Queens,null,0
Brooklyn,110,Grandview Hotel Brooklyn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,17,3.5,Brooklyn,null,0
Queens,116,Flushing Central Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,168,3.5,Queens,null,0
Manhattan,118,Royal Park Hotel and Hostel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,727,3,Manhattan,2.3 km from Central Park,0
Queens,122,Days Inn by Wyndham Queens City,Free WI-Fi;24-hour Front Desk;Business Center;,609,3,Queens,null,0
Queens,122,Anchor Inn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,35,3.5,Queens,null,0
Brooklyn,125,Kings Hotel,Free WI-Fi;24-hour Front Desk;Business Center;,127,3.5,Brooklyn,null,0
Brooklyn,129,Lefferts Gardens Residence Bed and Breakfast,Free Internet Services;Free WI-Fi;,35,3.5,Brooklyn,1.7 km from Brooklyn Botanic Garden,0
Queens,129,JFK Inn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,445,2,Queens,null,0
Manhattan,130,Manhattan Broadway Budget Hotel,Free WI-Fi;24-hour Front Desk;Pets Allowed;,762,2.5,Manhattan,1.0 km from Madison Square Garden,0
Queens,131,Red Lion Inn & Suites Queens City,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,607,4,Queens,null,0
Queens,133,Master Bedroom Available in Astoria,Free WI-Fi;Internet Services;Air Conditioning;,null,null,Queens,null,0
Queens,133,Ramada by Wyndham Flushing Queens,Free WI-Fi;24-hour Front Desk;Picnic Area;,226,3.5,Queens,null,0
Queens,135,Radisson Hotel Queens,Free WI-Fi;24-hour Front Desk;Express Check-out;,1540,3.5,Queens,null,0
Brooklyn,138,The Andrew Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,239,3.5,Brooklyn,null,0
Brooklyn,139,Days Inn by Wyndham Brooklyn,Free WI-Fi;24-hour Front Desk;Business Center;,371,2.5,Brooklyn,null,0
Brooklyn,144,Studios in NYC,,null,null,Brooklyn,null,0
Queens,144,Airway Inn at LaGuardia,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,121,2.5,Queens,null,0
Manhattan,144,Amsterdam Court Hotel,24-hour Front Desk;Multilingual Staff;Restaurant;,3866,3.5,Manhattan,0.5 km from Times Square,0
Manhattan,147,Jazz on the Park Youth Hostel,Free WI-Fi;24-hour Front Desk;Terrace;,604,3.5,Manhattan,null,0
Manhattan,148,Hotel Pennsylvania,Free WI-Fi;24-hour Front Desk;Express Check-out;,8215,2.5,Manhattan,0.3 km from Madison Square Garden,0
Brooklyn,149,Windsor Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,277,2.5,Brooklyn,null,0
Manhattan,149,Hudson Brooklyn Central Park,Free WI-Fi;24-hour Front Desk;Restaurant;,7881,3,Manhattan,1.4 km from Times Square,0
Queens,150,Ramada by Wyndham Queens City,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1091,3,Queens,4.7 km from Rockfeller Center,0
Queens,150,Wyndham Garden Queens City,Free WI-Fi;24-hour Front Desk;Express Check-out;,1226,4,Queens,null,0
Queens,151,LaGuardia Plaza Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1119,3.5,Queens,null,0
Manhattan,151,Opera House Hotel,24-hour Front Desk;Concierge Service;Luggage Storage;,721,4.5,Manhattan,2.5 km from Yankee Stadium,0
Queens,152,Comfort Inn & Suites LaGuardia Airport,Free Internet Services;Free WI-Fi;24-hour Front Desk;,174,3.5,Queens,null,0
Manhattan,153,Best Western Mill River Manor,Free WI-Fi;Pool; Umbrellas24-hour Front Desk;,744,4,Manhattan,null,0
Queens,155,Best Western Jamaica Inn,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,530,4,Queens,null,0
Central,155,The Paper Factory Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,865,4,Central,null,0
Queens,156,Marco LaGuardia Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,459,4.5,Queens,null,0
Queens,157,Corona Hotel Brooklyn - LaGuardia Airport,Free WI-Fi;24-hour Front Desk;Wheelchair Access;,87,3,Queens,1.2 km from National Tennis Center,0
Queens,159,Prince Flushing Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,92,3.5,Queens,null,0
Manhattan,161,Harlem 144 Guest House,,24,3.5,Manhattan,null,0
Queens,161,Howard Johnson by Wyndham Jamaica Queens NYC,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,789,3,Queens,null,0
Staten Island,167,Comfort Inn Staten Island,Free Internet Services;Free WI-Fi;24-hour Front Desk;,380,4,Staten Island,null,0
Queens,167,Comfort Inn LaGuardia Airport - 83rd St,Free WI-Fi;,201,3.5,Queens,null,0
Manhattan,170,Club Quarters Hotel opposite Rockefeller Center,Free WI-Fi;24-hour Front Desk;Terrace;,1971,4,Manhattan,0.8 km from Times Square,0
Manhattan,171,The Brooklyner A Wyndham Hotel,,13967,4,Manhattan,0.7 km from Madame Tussauds Brooklyn,0
Brooklyn,171,Club Quarters Hotel Wall Street,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2231,4,Brooklyn,0.6 km from Wall Street,0
Brooklyn,172,Eurostars Wall Street,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,346,3.5,Brooklyn,0.6 km from Wall Street,0
Manhattan,173,Nyma The Brooklyn Manhattan Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,3055,4,Manhattan,null,0
Brooklyn,173,Pod Times Square,Free WI-Fi;24-hour Front Desk;Terrace;,778,4,Brooklyn,0.4 km from Madame Tussauds Brooklyn,0
Manhattan,175,Hotel Newton,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1723,4,Manhattan,2.1 km from Central Park,0
Queens,176,The One Boutique Hotel,,102,3.5,Queens,null,0
Bayside,176,Best Western Queens Gold Coast,Free Internet Services;Free WI-Fi;24-hour Front Desk;,292,4,Bayside,null,0
Brooklyn,176,World Center Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1241,4.5,Brooklyn,0.7 km from One World Trade Center,0
Manhattan,177,The International Cozy Inn,,134,4,Manhattan,3.5 km from Yankee Stadium,0
Brooklyn,178,Extended Stay America - Brooklyn City - LaGuardia Airport,Free WI-Fi;24-hour Front Desk;On-site Parking;,185,4,Brooklyn,null,0
Brooklyn,181,Redford Hotel,Free WI-Fi;24-hour Front Desk;Express Check-out;,54,3.5,Brooklyn,1.5 km from SoHo Shopping District,0
Brooklyn,181,Union Hotel an Ascend Hotel Collection Member,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,422,3,Brooklyn,null,0
Brooklyn,182,La Quinta Inn & Suites Brooklyn Brooklyn,Free WI-Fi;Luggage Storage;Business Center;,453,3.5,Brooklyn,null,0
Manhattan,183,Hotel Mela Times Square,24-hour Front Desk;Multilingual Staff;Restaurant;,4870,4,Manhattan,0.7 km from Times Square,0
Manhattan,184,The Redbury Brooklyn,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,757,4,Manhattan,0.9 km from Empire State Building,0
Manhattan,185,Wellington Hotel,24-hour Front Desk;Multilingual Staff;Restaurant;,7925,3.5,Manhattan,0.7 km from Times Square,0
Brooklyn,185,Club Quarters Hotel World Trade Center,Free WI-Fi;24-hour Front Desk;Terrace;,2029,4.5,Brooklyn,0.7 km from One World Trade Center,0
Brooklyn,185,Holiday Inn Manhattan-Financial District,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1816,4,Brooklyn,0.8 km from One World Trade Center,0
Manhattan,185,Manhattan Inn,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,234,3.5,Manhattan,1.6 km from Madison Square Garden,0
Manhattan,186,La Quinta Inn & Suites Manhattan,,2861,4,Manhattan,null,0
Manhattan,188,Broadway Hotel and Hostel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1290,3.5,Manhattan,2.6 km from Central Park,0
Manhattan,190,Salisbury Hotel,24-hour Front Desk;Multilingual Staff;Concierge Service;,4219,4,Manhattan,1.0 km from Times Square,0
Central,191,Henry Norman Hotel,Free WI-Fi;24-hour Front Desk;Sauna;,876,5,Central,1.8 km from Output Club,0
Manhattan,191,The Jewel facing Rockefeller Center,Free WI-Fi;24-hour Front Desk;Restaurant;,2672,4.5,Manhattan,0.9 km from Times Square,0
Brooklyn,193,Wyndham Garden Chinatown,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1725,4.5,Brooklyn,0.5 km from SoHo Shopping District,0
Manhattan,193,Fifty Hotel & Suites by Affinia,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1934,4,Manhattan,1.0 km from Rockfeller Center,0
Brooklyn,194,Holiday Inn Express Brooklyn,Free Internet Services;Free WI-Fi;Multilingual Staff;,437,3.5,Brooklyn,null,0
Queens,194,Fairfield Inn by Marriott LaGuardia Airport/Flushing,,546,4,Queens,null,0
Manhattan,194,Night Hotel Theater District Times Square,Free WI-Fi;24-hour Front Desk;Restaurant;,2313,4,Manhattan,0.6 km from Madame Tussauds Brooklyn,0
Manhattan,194,Comfort Inn Manhattan West,Free WI-Fi;Business Center;,698,4,Manhattan,1.1 km from Broadway Shopping District,0
Manhattan,194,Pod 39,Free WI-Fi;24-hour Front Desk;Parking;,3995,4,Manhattan,1.1 km from Empire State Building,0
Manhattan,194,U Hotel Fifth Avenue,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1162,4,Manhattan,1 min from Empire State Building,0
Manhattan,195,Club Quarters Hotel Grand Central,Free WI-Fi;24-hour Front Desk;Terrace;,1834,4.5,Manhattan,0.6 km from Fifth Avenue Shopping Street,0
Brooklyn,195,Best Western Gregory Hotel,Free WI-Fi;24-hour Front Desk;Luggage Storage;,451,4,Brooklyn,null,0
Queens,195,Sleep Inn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,974,4,Queens,5.0 km from Rockfeller Center,0
Manhattan,195,Colonial House Inn,Free WI-Fi;24-hour Front Desk;Business Center;,448,4.5,Manhattan,1.8 km from Madame Tussauds Brooklyn,0
Queens,195,Quality Inn,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,457,4,Queens,4.8 km from Rockfeller Center,0
Queens,195,La Quinta Inn Queens (Brooklyn City),Free Internet Services;Free WI-Fi;24-hour Front Desk;,952,3.5,Queens,null,0
Brooklyn,197,La Quinta Inn & Suites Garden City,Free Internet Services;Free WI-Fi;24-hour Front Desk;,448,4,Brooklyn,null,0
Manhattan,198,Seton Hotel,24-hour Front Desk;Multilingual Staff;Concierge Service;,912,4,Manhattan,1.2 km from Fifth Avenue Shopping Street,0
Brooklyn,199,Fairfield Inn Brooklyn Manhattan/Financial District,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,542,4,Brooklyn,0.5 km from Wall Street,0
Staten Island,199,Hilton Garden Inn Brooklyn / Staten Island,Free Internet Services;Free WI-Fi;Restaurant;,1352,4,Staten Island,null,0
Manhattan,200,Da Vinci Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,612,3.5,Manhattan,0.9 km from Times Square,0
Brooklyn,200,NU Hotel Brooklyn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1094,4.5,Brooklyn,4.7 km from Brooklyn Bridge,0
Staten Island,201,Hampton Inn & Suites Staten Island,Free WI-Fi;24-hour Front Desk;Luggage Storage;,871,4,Staten Island,null,0
Manhattan,201,Hotel Boutique at Grand Central,Free WI-Fi;24-hour Front Desk;Restaurant;,828,4.5,Manhattan,0.6 km from Fifth Avenue Shopping Street,0
Manhattan,201,The Hotel At Times Square Brooklyn City,24-hour SecurityDry CleaningBusiness Center;,3969,4,Manhattan,null,0
Queens,202,Days Inn by Wyndham Jamaica / Queens,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1130,3.5,Queens,null,0
Manhattan,202,The Franklin Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,810,3.5,Manhattan,0.7 km from Solomon R.Guggenheim Museum,0
Queens,203,Hampton Inn Queens,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2001,4,Queens,null,0
Brooklyn,204,Orchard Street Hotel,,268,4,Brooklyn,1.7 km from SoHo Shopping District,0
Brooklyn,204,Comfort Inn Brooklyn,Free WI-Fi;24-hour Front Desk;Luggage Storage;,70,3.5,Brooklyn,4.6 km from Coney Island,0
Brooklyn,205,The Inn At Fox Hollow Hotel,Free Internet Services;Free WI-Fi;Outdoor Pool;,2665,4.5,Brooklyn,null,0
Manhattan,206,The Tillary Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,700,4,Central,3.0 km from SoHo Shopping District,0
Brooklyn,207,Hotel Le Bleu,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1166,4,Brooklyn,null,0
Brooklyn,208,Holiday Inn Express Brooklyn City- Wall Street,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,594,4,Brooklyn,0.4 km from Wall Street,0
Queens,209,Wyndham Garden LaGuardia South,,143,4,Queens,0.4 km from Century 21 Mall,0
Manhattan,209,Days Hotel by Wyndham on Broadway NYC,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2225,3,Manhattan,1.8 km from Central Park,0
Brooklyn,209,Aloft Brooklyn Brooklyn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1151,4,Brooklyn,4.9 km from Wall Street,0
Manhattan,210,Flatiron Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,851,4,Manhattan,1.6 km from Empire State Building,0
Manhattan,210,Holiday Inn Manhattan 6th Ave - Manhattan,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1488,3.5,Manhattan,0.9 km from Madison Square Garden,0
Queens,211,Fairfield Inn by Marriott Brooklyn LaGuardia Airport/Astoria,,287,4,Queens,null,0
Queens,211,Fairfield Inn by Marriott Queens,,923,4,Queens,null,0
Manhattan,211,GEM Hotel - Manhattan an Ascend Hotel Collection Member,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1342,4,Manhattan,1.7 km from Madame Tussauds Brooklyn,0
Manhattan,211,Stewart Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,7074,4,Manhattan,0.9 km from Madison Square Garden,0
Manhattan,212,Hudson River Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,731,3.5,Manhattan,1.0 km from Madame Tussauds Brooklyn,0
Manhattan,212,Dream Manhattan,Free WI-Fi;Restaurant;Pets Allowed;,857,4.5,Manhattan,1.3 km from Times Square,0
Queens,212,Holiday Inn - Queens City - Manhattan View,Free Internet Services;Free WI-Fi;24-hour Front Desk;,959,4,Queens,null,0
Brooklyn,212,Duane Street Hotel Tribeca,Free Internet Services;Free WI-Fi;24-hour Front Desk;,762,4.5,Brooklyn,1.4 km from SoHo Shopping District,0
Queens,212,Sleep Inn Queens Rockaway Blvd,Free Internet Services;Free WI-Fi;24-hour Front Desk;,319,3.5,Queens,null,0
Brooklyn,213,Best Western Bowery Hanbee Hotel,24-hour Front Desk;Multilingual Staff;Concierge Service;,1500,4,Brooklyn,0.8 km from SoHo Shopping District,0
Queens,214,Hilton Garden Inn Queens/Queens,24-hour Front Desk;Restaurant;Luggage Storage;,1415,4,Queens,null,0
Manhattan,214,Martinique Brooklyn on Broadway Curio Collection by Hilton,24-hour Front Desk;Multilingual Staff;Restaurant;,5390,4,Manhattan,0.7 km from Empire State Building,0
Manhattan,215,La Quinta Inn & Suites Brooklyn City Central Park,Free Internet Services;Free WI-Fi;24-hour Front Desk;,507,3.5,Manhattan,1.7 km from Central Park Zoo,0
Manhattan,216,Excelsior Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2305,4,Manhattan,1.1 km from Central Park,0
Manhattan,216,The Lexington Hotel Autograph Collection,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,5190,4,Manhattan,0.8 km from Fifth Avenue Shopping Street,0
Manhattan,218,Yorkville Apartments -Upper East Side,Free WI-Fi;Family Rooms;Internet Services;,null,null,Manhattan,null,0
Manhattan,218,The Belvedere Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,6056,4,Manhattan,0.5 km from Times Square,0
Brooklyn,218,Arlo SoHo,Free WI-Fi;24-hour Front Desk;Restaurant;,1555,4.5,Brooklyn,1.6 km from SoHo Shopping District,0
Manhattan,218,Hotel Wales,Free Internet Services;Free WI-Fi;24-hour Front Desk;,944,4,Manhattan,0.6 km from Solomon R.Guggenheim Museum,0
Manhattan,219,Candlewood Suites Brooklyn City-Times Square,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2010,4,Manhattan,0.9 km from Madame Tussauds Brooklyn,0
Queens,219,Hilton Brooklyn Queens,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2100,4,Queens,null,0
Manhattan,220,Empire Hotel,Outdoor Pool;24-hour Front Desk;Multilingual Staff;,7712,3.5,Manhattan,1.6 km from Central Park Zoo,0
Queens,221,Fairfield Inn & Suites Brooklyn Queens/Queensboro Bridge,,751,4,Queens,null,0
Manhattan,221,Night Hotel Times Square,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,5212,3.5,Manhattan,1 min from Times Square,0
Manhattan,221,Hotel Shocard at Times Square,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,432,4.5,Manhattan,0.4 km from Madame Tussauds Brooklyn,0
Manhattan,221,36 Hudson Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,6,2.5,Manhattan,1.1 km from Madame Tussauds Brooklyn,0
Manhattan,221,INNSIDE by Melià Brooklyn Nomad,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2686,4.5,Manhattan,1.3 km from Madison Square Garden,0
Brooklyn,222,Condor Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1116,4.5,Brooklyn,null,0
Brooklyn,222,Holiday Inn Brooklyn City - Wall Street,Free Internet Services;Free WI-Fi;24-hour Front Desk;,799,4,Brooklyn,1.0 km from Wall Street,0
Queens,223,Aloft Brooklyn LaGuardia Airport,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,160,4,Queens,null,0
Brooklyn,223,The Box House Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1302,4.5,Brooklyn,null,0
Manhattan,224,Hotel Edison,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,12158,4,Manhattan,0.7 km from Times Square,0
Queens,225,Hampton Inn Brooklyn - LaGuardia Airport,Free Internet Services;Free WI-Fi;Multilingual Staff;,1315,4,Queens,null,0
Manhattan,225,DoubleTree by Hilton Hotel Brooklyn - Times Square South,24-hour Front Desk;Multilingual Staff;Restaurant;,2410,3.5,Manhattan,0.8 km from Madame Tussauds Brooklyn,0
Manhattan,225,Carnegie Hotel,,214,4.5,Manhattan,1.1 km from Times Square,0
Manhattan,225,Arlo NoMad,,1198,4.5,Manhattan,0.8 km from Empire State Building,0
Manhattan,226,Element Brooklyn Times Square West,Free Internet Services;Free WI-Fi;24-hour Front Desk;,4883,4,Manhattan,1.0 km from Madame Tussauds Brooklyn,0
Manhattan,226,Marrakech Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1807,3,Manhattan,2.7 km from Central Park,0
Brooklyn,226,The Frederick Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,2362,4,Brooklyn,1.3 km from One World Trade Center,0
Manhattan,227,Westgate Brooklyn Grand Central,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,86,3.5,Manhattan,1.2 km from Fifth Avenue Shopping Street,0
Manhattan,227,Courtyard by Marriott Brooklyn Brooklyn Manhattan/World Trade Center Area,Free WI-Fi;Fitness CentreLaundry (At A Charge),718,4,Manhattan,null,0
Manhattan,228,Courtyard by Marriott Queens City/Brooklyn Manhattan View,Free WI-Fi;24-hour Front Desk;Parking;,234,4,Manhattan,null,0
Manhattan,228,The Gregory Hotel,24-hour Front Desk;Multilingual Staff;Restaurant;,1097,4,Manhattan,0.8 km from Empire State Building,0
Manhattan,228,Brooklyn Apartments,Free WI-Fi;Express Check-out;Parking;,null,null,Manhattan,null,0
Manhattan,229,The Nomad Suites & Apartments,Free WI-Fi;Luggage Storage;,33,4,Manhattan,0.5 km from Madison Square Garden,0
Brooklyn,229,The Sohotel,Free WI-Fi;24-hour Front Desk;Concierge Service;,1666,4,Brooklyn,0.6 km from SoHo Shopping District,0
Manhattan,229,Hotel St. James,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,3054,3.5,Manhattan,0.6 km from Madame Tussauds Brooklyn,0
Manhattan,230,Dylan Hotel NYC,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1072,3.5,Manhattan,1.1 km from Empire State Building,0
Manhattan,230,Distrikt Hotel Brooklyn City Tapestry Collection by Hilton,Free Internet Services;Free WI-Fi;24-hour Front Desk;,6220,4.5,Manhattan,0.4 km from Madame Tussauds Brooklyn,0
Manhattan,230,The Roger Smith Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2579,4,Manhattan,0.7 km from Fifth Avenue Shopping Street,0
Brooklyn,231,Leon Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,449,4.5,Brooklyn,0.7 km from SoHo Shopping District,0
Brooklyn,231,Hotel Hugo,Free WI-Fi;24-hour Front Desk;Restaurant;,1913,4,Brooklyn,2.0 km from SoHo Shopping District,0
Manhattan,231,Fairfield Inn & Suites by Marriott Brooklyn ManhattanManhattan,24-hour Front Desk;Multilingual Staff;,966,4.5,Manhattan,0.8 km from Madison Square Garden,0
Brooklyn,231,Best Western Plus Brooklyn Bay Hotel,Free WI-Fi;24-hour Front Desk;,328,4,Brooklyn,null,0
Queens,232,Crowne Plaza Queens Brooklyn City,Free Internet Services;Free WI-Fi;Multilingual Staff;,927,3.5,Queens,null,0
Brooklyn,233,Hotel Le Jolie,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1722,4.5,Brooklyn,1.0 km from Output Club,0
Manhattan,233,6 Columbus Central Park a Sixty Hotel,24-hour Front Desk;Multilingual Staff;Restaurant;,1242,4,Manhattan,1.3 km from Times Square,0
Manhattan,233,Wolcott Hotel,Free WI-Fi;24-hour Front Desk;Concierge Service;,2741,4,Manhattan,null,0
Manhattan,233,The Benjamin,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,3234,4.5,Manhattan,0.7 km from Rockfeller Center,0
Brooklyn,234,Best Western Plus Arena Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,754,4,Brooklyn,null,0
Brooklyn,234,Sheraton Tribeca Brooklyn Hotel,24-hour Front Desk;Multilingual Staff;Restaurant;,2325,4,Brooklyn,0.9 km from SoHo Shopping District,0
Manhattan,235,Hilton Garden Inn Brooklyn/Manhattan-Manhattan,Free Internet Services;Free WI-Fi;24-hour Front Desk;,2315,4,Manhattan,0.8 km from Madison Square Garden,0
Manhattan,235,Incentra Village Hotel,Free WI-Fi;GardenConcierge Service;,177,4,Manhattan,2.6 km from Madame Tussauds Brooklyn,0
Queens,236,Courtyard by Marriott Brooklyn Queens,,1005,4,Queens,null,0
Manhattan,236,YOTEL Brooklyn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,12516,4.5,Manhattan,0.7 km from Madame Tussauds Brooklyn,0
Manhattan,237,The Gallivant Times Square,24-hour Front Desk;Multilingual Staff;Concierge Service;,2499,3.5,Manhattan,0.3 km from Times Square,0
Brooklyn,237,Four Points by Sheraton Manhattan SoHo Village,Free Internet Services;Free WI-Fi;24-hour Front Desk;,1027,4,Brooklyn,1.9 km from SoHo Shopping District,0
Brooklyn,238,Hilton Garden Inn Tribeca,Free WI-Fi;24-hour Front Desk;Restaurant;,1661,4,Brooklyn,1.1 km from SoHo Shopping District,0
Manhattan,238,Four Points by Sheraton Manhattan - Manhattan,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1146,4,Manhattan,1.4 km from Madison Square Garden,0
Brooklyn,239,Four Points By Sheraton Brooklyn Brooklyn,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,410,3.5,Brooklyn,0.5 km from Wall Street,0
Brooklyn,239,NoMo SoHo,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,1525,4,Brooklyn,0.4 km from SoHo Shopping District,0
Manhattan,242,WestHouse Brooklyn,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2441,4.5,Manhattan,1.4 km from Times Square,0
Manhattan,242,Bentley Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,4838,4,Manhattan,2.7 km from Rockfeller Center,0
Manhattan,242,HGU Brooklyn,Free WI-Fi;24-hour Front Desk;Restaurant;,397,4,Manhattan,0.7 km from Empire State Building,0
Brooklyn,242,The Wall Street Inn,Free Internet Services;Free WI-Fi;24-hour Front Desk;,588,4.5,Brooklyn,0.2 km from Wall Street,0
Manhattan,242,The Evelyn Hotel,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,186,5,Manhattan,1.1 km from Empire State Building,0
Brooklyn,243,Sister City Brooklyn,,null,null,Brooklyn,null,0
Brooklyn,243,Residence Inn Marriott Brooklyn Brooklyn Manhattan/WTC Area,Free Internet Services;Free WI-Fi;24-hour Front Desk;,908,4.5,Brooklyn,0.8 km from Wall Street,0
Queens,244,Ravel Hotel Trademark Collection by Wyndham,Free WI-Fi;Outdoor Pool;24-hour Front Desk;,945,3.5,Queens,null,0
Brooklyn,245,Fairfield Inn & Suites by Marriott Brooklyn Brooklyn,,765,4,Brooklyn,null,0
Brooklyn,247,The Wagner Hotel,,null,null,Brooklyn,null,0
Manhattan,247,Hilton Garden Inn Brooklyn/Central Park South-Manhattan West,Multilingual Staff;Restaurant;Concierge Service;,3201,4,Manhattan,0.8 km from Times Square,0
Manhattan,249,Holiday Inn Express Brooklyn City Times Square,Free WI-Fi;24-hour Front Desk;Multilingual Staff;,2442,4,Manhattan,null,0
Manhattan,249,Park South Hotel,Free Internet Services;Free WI-Fi;24-hour Front Desk;,2917,4.5,Manhattan,1.2 km from Empire State Building,0
Manhattan,250,Millennium Premier Brooklyn Times Square,Parking;BarRestaurant;,1079,4,Manhattan,0.7 km from Times Square,0
Brooklyn,252,Sheraton Brooklyn Brooklyn Hotel,24-hour Front Desk;Multilingual Staff;Restaurant;,1360,4,Brooklyn,4.9 km from Wall Street,0
